principal,rate,period
2474.3384245184698,0.04384832943825216,4
1547.6010867423956,0.03665408803012574,3
4288.4709327769815,0.06291925846424642,5
1759.3916476110319,0.06994926443015076,7
3045.275930185824,0.04336652083451792,2
1897.2681158989571,0.04940745392566231,8
1391.3779379761363,0.031904726687256885,9
4448.766069686733,0.03777856455605419,4
4891.677956092521,0.039162420221750996,9
4843.338632252,0.04549931656594487,7
4626.221996884716,0.0630566643890024,8
4096.189330794556,0.04596841088087028,4
2332.5806081145674,0.05965714438139202,3
1324.405559951987,0.05114359546475124,1
2628.964685655229,0.05654596818853369,4
1928.936568683771,0.03788895102670467,6
1529.9505390319318,0.031552472338568636,5
1213.708727147301,0.0398668184496794,3
3902.377456842315,0.03404930659037733,7
1045.709834500124,0.058106727503354175,3
4082.322994011105,0.052769020848466575,9
1587.7865816015,0.06174753789589351,2
1318.088330347023,0.046103855740569646,4
1358.4121369544216,0.04041968661610099,1
3688.1912294156577,0.06444163421939841,5
1981.4688394113791,0.05262122099393753,2
2682.157866720394,0.04891595188677618,1
3229.4751652956675,0.06565374996233422,3
4442.204695315175,0.043912502535054576,6
3908.1770508453133,0.04635608804556124,5
2081.311620954859,0.040297783135135906,5
1525.9311971645104,0.035308300779408774,8
1221.4972816847917,0.052835843135802044,8
2206.3945379237703,0.06685368528141888,8
2048.472596958713,0.055952092357009084,7
2824.5622672019185,0.05655441694071968,9
3733.1253421907218,0.06433695440522705,7
3782.5017825554287,0.05800484196589295,6
2134.0753863286664,0.04503761721111019,7
2519.707823600482,0.06213300433845758,8
1724.603846947612,0.03495989484654506,7
4154.182049226075,0.06485875753375384,3
1227.3923057329612,0.050365674513830144,9
3787.9889668999494,0.05183285806351767,8
4114.781583764414,0.06690702409634006,4
4109.630247395013,0.057307195572412296,3
2037.6902573814198,0.0331267393912694,1
2495.2525517302456,0.040116241261971,3
3350.398540785556,0.058430660191681444,5
2091.287609697868,0.03372484185897429,9
2483.411196871555,0.04045187043702442,5
1788.2171207425586,0.04054748351423066,2
2839.4235350240297,0.058308342613484776,8
1178.4492050164563,0.03206493160248322,4
4199.183538282472,0.043799245671684174,7
1307.825787946531,0.04705491707295435,1
3075.340595326104,0.03293171187040762,6
2227.2403981807847,0.04833606153089172,8
3310.171795325502,0.05125630903751448,5
4837.7333633337,0.06883274212220626,4
3582.2809778240153,0.06494072723343597,5
1141.4497430219637,0.06722212754704708,6
2721.609758032245,0.040829198732484605,2
3040.067409273001,0.03600668959283391,9
3144.709978813808,0.05553969456043186,7
3725.5700424153515,0.038060995350722215,6
2110.3843909270645,0.05345928345074388,4
1515.4422618652807,0.03782899338736776,2
2570.7027061883773,0.032605761059188255,8
4825.622891183795,0.04795696792518871,4
1748.523567003379,0.055457992186474785,9
4615.935819712948,0.03376538663009683,5
3175.2238003093053,0.05198872179106617,9
2827.6456865830633,0.04747339542527782,3
4528.165640919558,0.04020967570182907,5
2834.415847074343,0.03687511532446229,9
3896.670546446173,0.03937303798686225,3
2596.101286812408,0.06586446179102151,8
4616.177571603831,0.03127481800833629,8
3760.1000807649093,0.03589938028891318,6
3798.488217002067,0.050726794800056124,8
2310.881606228476,0.05730563664344814,9
4027.114570947557,0.04641278746107329,2
3544.244221788565,0.03961431332513861,1
1960.0810935188383,0.040973897199342246,3
1642.1552899410258,0.055975944537797084,3
4185.565898069327,0.05851607269858991,2
4836.66641214089,0.06881142570337617,7
2832.5553090401713,0.058140312380058276,6
3363.9366612947397,0.04687661862353076,4
4430.890576774218,0.0398215806237024,4
2828.893813415428,0.05138555066024694,7
4807.497907330944,0.059062647650556306,4
3303.00464817949,0.034663680847794545,1
4283.06848280526,0.032392367801332325,6
4635.374873650953,0.038966329798250675,5
4262.095275074275,0.04676989280782571,6
1637.6578537958237,0.056686976696044396,7
3515.5937562468016,0.030365745081378227,3
2593.737034478708,0.05154225076352037,2
1250.8518080933827,0.04163498699199999,7
2696.129007559368,0.043400620167071684,8
2034.7362675576308,0.04732919783444915,7
4396.153233714043,0.04840099163585342,8
1133.2185061867847,0.04607122190310055,7
4835.930887453895,0.03349572333395747,8
2421.4753938877184,0.03636574840381193,6
2426.827561610172,0.04973437478795206,1
1065.3140107348315,0.04546227131448329,7
1740.9293009447356,0.06986806711485855,4
2605.038003214435,0.060784780151476224,6
4717.165669210855,0.05331405072364773,6
1398.4597208850853,0.05191340232587703,4
4781.206133916318,0.0319998396564328,7
4477.954122186529,0.057069261318152154,7
2816.649587630207,0.052617207001627,4
2306.80352707304,0.050636006269807535,7
1930.9765171162276,0.06065778721229797,6
3457.8588259074972,0.061319615915063984,8
1132.2983659020224,0.038667626098869326,2
1062.4242577873129,0.03738596865007398,9
2715.1828899929515,0.05638666146575017,2
1272.2962958988808,0.04323209397002364,9
2007.7639529843716,0.04819116612581754,2
1884.6436613843352,0.031775093067950066,6
2012.7647748914078,0.046917557649103235,1
1524.220924861031,0.06767395881387005,9
1048.1448915906171,0.057506743845971604,1
1461.9371885549922,0.06277621990813213,8
3473.9210380509917,0.05510098857177523,3
4897.024851272201,0.053404336412160885,9
4961.380006243576,0.06883419818505629,1
2636.2163814922465,0.04958855513183075,5
1651.8177041864215,0.061612078520146406,2
3555.0470294661172,0.03925643844499561,5
2961.2213861949485,0.03407844538440645,2
4957.639109137726,0.03725307968340622,7
1261.2168286071208,0.043692164674882863,1
4132.937753255253,0.04842731422132276,9
2153.5939893259756,0.0655754814985698,1
1965.6744803062961,0.05370502125014532,3
3650.018286130704,0.05570440371032588,4
1984.252739963858,0.04539796187205601,8
3663.4364702367507,0.05678479754488597,7
3069.234068809155,0.04616463783089328,2
2696.355953743397,0.05432276460337147,2
3218.751234645676,0.051432400191130025,4
2148.206079678519,0.04231626168218473,9
3826.2988250919157,0.033344099175669314,8
2659.427477334256,0.03490415684397004,8
2442.1822419435694,0.05299622583369065,4
4314.627658222951,0.03292445712068226,2
4699.867647812769,0.04812222274237228,2
1184.0292435491876,0.06596243750167896,1
1930.507971319062,0.05330556295883401,5
2394.077477970253,0.06906651837354363,4
4259.865917480989,0.04151523291461769,9
4941.96571057319,0.05599653733914045,3
4875.886818681407,0.06739019582381628,1
4619.793382199708,0.04397617010621131,9
2186.22506025612,0.0513432219019259,9
4968.044973657897,0.06388713884543427,8
1997.680164225805,0.043253387398328486,5
1423.6246195289289,0.030358141488200634,2
4803.810444221576,0.06960902073776476,3
1933.6810218723854,0.04624490306361573,7
3759.073060311002,0.03437899989036962,4
1233.4254359223546,0.05944109869568263,1
3922.8363965099047,0.04300237983234822,3
4526.880849335359,0.036738269236940554,4
2089.74758186385,0.03473962065586941,6
2516.227584309714,0.05790294459532933,5
2497.184733283664,0.06973048858975238,3
3995.1530301605326,0.045676587288769735,7
1951.2289701561554,0.06054954432997782,7
1687.412396190572,0.05616961280015241,7
2797.1665947509523,0.046838460374600675,7
2217.873629509278,0.031957357624189414,4
4356.756489034609,0.04637715817490158,6
1950.967304062555,0.031170627358117764,6
3009.557829957046,0.06808966575831255,1
4770.3343987917215,0.04637552832196916,9
3535.990790978643,0.05316960749316002,9
4469.157621849859,0.0676293952026583,4
4760.838757419069,0.053040984593803825,3
4003.0594475454077,0.03689315711454704,3
3798.3002408990055,0.06806454315466998,1
4871.862266416909,0.03751759481557612,9
4977.603158590718,0.03512584574078384,2
2807.2867306790386,0.04449805751016051,3
1283.4791127368335,0.04739403344102344,6
2171.1761257620756,0.06909490024428729,8
1609.418822750922,0.05216219652975897,4
2669.9454991840475,0.0622336240618292,6
1525.1573138930241,0.06075934924085394,5
3416.471216083528,0.046089049896315154,6
2531.2322366314165,0.032985969464984756,5
4581.54353715284,0.034789249195508874,9
4871.178687194008,0.0697086908423687,6
3187.5396066776884,0.0643978105243267,4
2099.2942794703863,0.0438287304125874,8
3368.921675047347,0.06331121133735429,2
4587.0446328976395,0.06599469543503414,7
2626.933383342993,0.0669358037905291,9
3208.3131067678833,0.06500823968895893,7
2086.6110704245834,0.037448796003536775,4
2821.776597800108,0.061738601852667115,1
2606.8541415183945,0.032225406302763764,3
1993.653860331884,0.06226108184867509,5
3023.465535301233,0.05307634792657672,1
2241.523303919246,0.059397450202345825,4
2492.13945552299,0.05198822246676481,5
3099.881769017057,0.05390075972097352,1
4002.38009171595,0.03148085495888246,1
2334.0298631651012,0.031258231180122914,7
4696.635066483054,0.06248522415559214,5
4449.27418734361,0.04164225469514958,4
1194.7611839021142,0.06228857034274379,7
2014.570097027291,0.05814016492518646,6
2784.5420506368077,0.05259790658860732,2
1418.5115549698962,0.034198437379012535,2
2393.9039561339882,0.03264169616327721,7
3960.39010247073,0.045359259566153734,6
3722.0579245713034,0.06701007580688847,6
3489.5377142640195,0.03905053260484701,4
3842.1136108893825,0.046889629916775144,7
1819.694747838807,0.05566751183086787,5
2366.7924594589285,0.04986807437113015,2
3704.9699291098514,0.031003838160506534,5
4516.939052125308,0.05781146019066769,4
3174.712215312381,0.0667363069805003,9
2130.7986037821465,0.05398777192733528,7
1120.9410320239303,0.05321650732658524,9
3841.3473158968536,0.06341192966580977,3
1031.5364140337615,0.06331353614531446,2
2490.716279283982,0.03747026111076123,7
3122.1488582511274,0.04689196588587644,8
4688.445847068772,0.06277079128067409,4
1357.9781801316003,0.059393358674376756,8
2623.769287873135,0.0637755213828047,7
1097.2527988406312,0.03517773235672964,5
2370.4439373663613,0.04757868244038867,9
3488.9242353591794,0.05835812869838708,3
2116.2717929143937,0.05920645017646889,7
1838.9997986225403,0.03287219670129345,7
1462.8129333083746,0.0584776142603929,1
3308.5609760813672,0.05504913836817159,5
3781.0800236187442,0.04395652314928516,9
3687.8285623832894,0.04216434396694824,9
4795.44408288203,0.031160373987800773,1
1010.8128555740108,0.045679592585553964,9
3588.786615576144,0.04227980430553201,4
3401.568948390558,0.04726005484672613,9
3354.9584398811526,0.058349824657703886,7
4851.081279360969,0.03581927631819452,1
1067.4866934801587,0.049198497274059894,4
3785.9297228058003,0.061714131531329625,9
4254.7145988074535,0.03994538362901938,8
3039.2287864863365,0.06454737542124196,9
2335.859478387237,0.0673183785596053,8
4163.36065290962,0.03451358436334064,2
1388.9717025296986,0.03462801977696614,5
2768.142550919701,0.055808079851140446,4
3079.8094982833527,0.05068759954676644,7
3775.82564373819,0.06614310296120918,6
1363.5429281296379,0.06207807621030667,5
1911.0380061514438,0.050075702472969635,7
2641.2062507605024,0.03274762035505187,3
3493.1786920805225,0.033954819135985706,8
4547.843124869671,0.04793964043372933,8
3475.304672965506,0.042182864759734165,4
1533.8458837397377,0.06772517718293572,5
4922.320531149129,0.05663383289086228,3
4487.142939021972,0.040821223168176386,3
3010.8830445812964,0.04427834489379212,4
4689.3919271865325,0.033231308796510824,8
3165.523175028543,0.03998752177984985,5
4693.224271556653,0.042750856016417975,2
4319.589474413373,0.055677933781831696,7
4873.145641177189,0.0369021493875671,4
4679.1312431126335,0.0570873479770454,2
1144.135269714278,0.03470597423075911,7
1699.0880166437598,0.06576504442781339,9
2556.5387084047434,0.055057462300856994,2
4808.570789181684,0.053098904803567784,6
2200.1156779037183,0.03749086759078802,4
1641.8705755504043,0.059634826027753496,6
4545.218664346239,0.039442086475263094,6
2785.5776619328117,0.06192172883919984,3
4631.502377417304,0.061158183486335775,6
1640.921865280573,0.06757583011252666,6
3644.470046032398,0.06130772926128701,8
2761.055011317967,0.04459780741360986,7
1305.9470761211417,0.05042608985516568,6
3785.852578610002,0.05507476164776391,5
1989.5950221566147,0.040700722601306485,2
1158.462090318071,0.0620020647306227,9
1239.777192998293,0.043163921693767426,7
1244.3141482671494,0.035205443124356306,5
4630.931829940158,0.03238085713152959,6
3959.535671316404,0.05640037523925268,1
4592.249428854941,0.04058845476707583,5
3690.3292451860852,0.06406302793668278,6
3115.7597161235326,0.06089727394262645,2
2217.785457389513,0.03460831805916942,5
4991.849005314694,0.05221124912003437,1
2448.756235757557,0.06869495584070917,1
2882.595796855638,0.06316923700589525,7
2512.980699693847,0.06488958256908442,7
4918.107717341834,0.04051026798166357,1
1698.6335415800231,0.05901913636665398,7
2311.9520036323183,0.04359526615809418,5
3721.394664060006,0.0631225065074093,8
1252.8304733545226,0.03410608865843168,5
3428.997496046164,0.05740456393206157,8
2910.5860115056644,0.055796172784691546,9
2135.9999070484046,0.04045272574057719,2
1953.653123696232,0.05528645902056503,7
3058.050973195027,0.06643523827965483,7
2471.7103221481652,0.05460663319482112,4
2826.0795650506216,0.037361720414123875,7
2349.9095270569596,0.04224649654107859,1
4881.974774383911,0.04406233735250539,1
1533.757726982416,0.04244677393752652,6
1387.2158127134967,0.05737629926675808,7
2373.5669151636644,0.06800011121484797,9
3364.107603481965,0.050156406533309494,6
3636.705887400113,0.061610282086801624,2
2589.026988672168,0.0677754029041408,4
4997.111975688684,0.04497777662151064,9
2407.5719847721703,0.03185114791007889,3
3885.6266718398097,0.060132064184371864,5
3550.3307781231715,0.059399613142477416,7
4252.215452989843,0.04213006310886885,7
4904.902653815279,0.04076519535316825,7
4559.1746257821615,0.058133126290043545,9
4058.247897430834,0.0362562052881895,1
3792.993911273162,0.06373792900882522,6
2341.9926787035984,0.06442516114781047,1
1590.7423128268294,0.05265393715462906,9
1250.544012239239,0.038752199395897934,2
1967.6068168059392,0.06796012224072065,7
2729.1259247251946,0.03941126314131863,1
3087.98509451993,0.042360041614279385,5
4092.3342162194863,0.047673281976478035,6
4834.963692226372,0.05082919793762196,3
1469.2819215392442,0.04822069288520648,6
1428.0165607751662,0.030008277939282568,3
3358.778892054203,0.06448785838776872,8
3981.5922957891717,0.03094954485636093,3
4392.60152138794,0.06526202439609902,4
4743.328320867155,0.06291270980180114,7
4933.704969042568,0.06746796431457325,4
2599.2067688981033,0.04255853800730698,4
2521.3407341102925,0.037188279988243145,4
1591.2347067890896,0.032171461049634885,3
3739.7377547342376,0.05750970787700599,5
3627.047833763348,0.03626235406135759,6
4448.250383404829,0.03671325938896751,2
1389.0319791505626,0.03921571687331943,4
2991.1076313013673,0.04114476235625733,5
3324.3277186882524,0.03854386336851899,4
1966.2281601596737,0.05429668940945359,2
1676.1016245166452,0.05044463773465981,8
4438.323345678486,0.0560274636598173,5
1234.1396889422351,0.05568192861882379,6
2882.4836156722913,0.06420623024737002,3
1463.3360052035412,0.03146906618551154,6
2828.2350453254694,0.052308466402691337,5
4919.849305369237,0.04543766359469591,7
2694.8254138218913,0.06157058660605595,5
4428.499670018269,0.03914218992784227,4
1469.2622567327755,0.05435806875863361,6
2085.0083070474566,0.04078373696091882,7
2615.170962669338,0.03938684739321924,7
2599.248560037323,0.04311347940253693,7
3685.5339146806127,0.03254302966665921,9
2378.872509502031,0.05985544911486953,5
3855.0674736400656,0.06525240241882446,1
3556.74759690157,0.030679404380171423,4
2596.6445810190926,0.05609769660563961,1
2727.040510617277,0.05251602651692863,8
3458.110799241283,0.06621575600870738,6
1280.1687605785785,0.057414409069406286,7
4289.626953422761,0.04674339900369344,7
3613.6846444545477,0.053127841761093655,7
3905.369857671341,0.03508857937279547,4
3147.6920043295618,0.0364860048094056,7
1441.908443966979,0.03895347785323444,3
2620.1424531877997,0.04932360376644558,5
2621.494331394224,0.040672964427814026,2
2284.1719601728673,0.034021775543882964,6
1119.8012996189975,0.050740337844844885,4
3949.016970385909,0.05791319084107856,9
1439.1378322500027,0.03385756329462892,6
3425.2325321803405,0.05915811277861331,3
3812.869985868863,0.030946726708475203,8
3539.1452917347788,0.05795762493676482,9
4836.5690079118995,0.06812341019545692,6
1413.1926203405544,0.04827067442555939,8
4468.668636420796,0.03263563029464388,9
1116.760939395653,0.04130728234705898,8
3139.6674197083357,0.03590055253194182,3
2616.974471757035,0.050037462940915135,3
3096.735441575033,0.03723213789069198,3
2460.3995082400393,0.06985526792757286,3
1762.2676597602722,0.046782632162514076,2
1076.4915897947592,0.04549364747624446,9
3072.5992551646973,0.03256656346470909,8
4371.10745073937,0.05394360872706569,4
2492.863822979177,0.03497213290580771,5
1891.4552720599208,0.0404696586104016,2
1322.1280138873763,0.041965569939565225,8
1341.2436924748135,0.033924639672321906,7
1885.585785171089,0.06320055354910023,5
1400.0562436862208,0.03442116042198134,8
2060.1587934579284,0.04932020124754573,8
1264.597848467819,0.0415625031869626,4
1262.4194688397026,0.03946178263043379,3
4425.104718491128,0.038931834116253075,5
1648.481042835333,0.05679457503905398,8
3238.729623293792,0.06175190020185042,9
4093.822177796122,0.04635653433391395,8
2825.6382613562664,0.042741132135277374,6
1613.475511437383,0.05924142445135245,9
1798.3845684804573,0.04076656925133182,3
2731.936825124723,0.06481842955765221,7
